AFFGEOID,ALAND,AWATER,Acres,GEOID,LSAD,NAME,NAMELSAD,PLACEFP,PLACENS,STATEFP,STATE_NAME,STUSPS,majority
1600000US4671150,8185596,13893,2028.61129289,4671150,57,White Horse,White Horse CDP,71150,02393851,46,South Dakota,SD,3.0
1600000US0434700,5691748,1845,1398.85045618,0434700,57,Hunter Creek,Hunter Creek CDP,34700,02582799,04,Arizona,AZ,5.0
1600000US0649810,4395332,0,1077.48715926,0649810,57,Mount Laguna,Mount Laguna CDP,49810,02628763,06,California,CA,5.0
1600000US0658191,6151505,0,1531.18491293,0658191,57,Poplar-Cotton Center,Poplar-Cotton Center CDP,58191,02409089,06,California,CA,3.0
1600000US3523000,2648272,0,655.512289695,3523000,43,Elida,Elida town,23000,02412473,35,New Mexico,NM,4.0
1600000US0875585,4481047,0,1108.57348349,0875585,57,Sunshine,Sunshine CDP,75585,02583302,08,Colorado,CO,3.0
1600000US0830890,364824,0,90.7755226725,0830890,57,Goldfield,Goldfield CDP,30890,02583241,08,Colorado,CO,3.0
1600000US1381012,2377061,4227,586.889586182,1381012,57,Waynesville,Waynesville CDP,81012,02812667,13,Georgia,GA,4.0
1600000US0658506,10430292,73557,2595.65758175,0658506,57,Potter Valley,Potter Valley CDP,58506,02628779,06,California,CA,3.0
1600000US4980860,1028819,0,255.63858193,4980860,43,Wales,Wales town,80860,02413441,49,Utah,UT,4.0
1600000US3069475,7639867,144425,1924.78589645,3069475,57,Somers,Somers CDP,69475,02408755,30,Montana,MT,3.0
1600000US0830945,5373512,0,1326.64412329,0830945,57,Gold Hill,Gold Hill CDP,30945,02408304,08,Colorado,CO,4.0
1600000US2867960,3867071,0,960.172705322,2867960,43,Silver Creek,Silver Creek town,67960,02407341,28,Mississippi,MS,4.0
1600000US4923420,22622796,0,5594.89552734,4923420,25,Enterprise,Enterprise city,23420,02410446,49,Utah,UT,5.0
1600000US2800100,8960349,0,2220.09982856,2800100,43,Abbeville,Abbeville town,00100,02405117,28,Mississippi,MS,3.0
1600000US3647427,901137,0,223.941231553,3647427,47,Millport,Millport village,47427,02390986,36,New York,NY,3.0
1600000US3659157,1135591,381326,373.795742929,3659157,47,Poquott,Poquott village,59157,02391073,36,New York,NY,4.0
1600000US3602198,3669096,0,904.905296292,3602198,47,Angola,Angola village,02198,02391517,36,New York,NY,3.0
1600000US1276087,5569527,0,1373.47837682,1276087,57,West DeLand,West DeLand CDP,76087,02403001,12,Florida,FL,3.0
1600000US0838810,14050626,8837,3481.87069663,0838810,57,Indian Hills,Indian Hills CDP,38810,02408420,08,Colorado,CO,5.0
1600000US3055260,1464763,238458,420.381299772,3055260,57,Old Agency,Old Agency CDP,55260,02408983,30,Montana,MT,3.0
1600000US3744560,2660173,0,655.230952733,3744560,43,Morven,Morven town,44560,02406199,37,North Carolina,NC,4.0
1600000US3755340,315206,0,77.9172876254,3755340,43,Raynham,Raynham town,55340,02407180,37,North Carolina,NC,3.0
1600000US4066510,32605907,0,8048.18890891,4066510,57,Shady Grove,Shady Grove CDP,66510,02408717,40,Oklahoma,OK,3.0
1600000US3719300,5818381,0,1440.19144986,3719300,43,East Arcadia,East Arcadia town,19300,02406411,37,North Carolina,NC,3.0
1600000US3657639,3148191,100310,803.499899661,3657639,47,Philmont,Philmont village,57639,02391062,36,New York,NY,3.0
1600000US3710680,17213388,98909,4254.5507657,3710680,43,Carthage,Carthage town,10680,02406227,37,North Carolina,NC,4.0
1600000US3806180,1941478,0,478.054445848,3806180,25,Bergen,Bergen city,06180,01035928,38,North Dakota,ND,3.0
1600000US4573510,1313764,0,318.109087806,4573510,43,Vance,Vance town,73510,02406788,45,South Carolina,SC,3.0
1600000US2870320,11042489,88345,2752.86653282,2870320,43,State Line,State Line town,70320,02406662,28,Mississippi,MS,3.0
1600000US0119648,49212741,306666,12264.1425373,0119648,25,Daphne,Daphne city,19648,02404186,01,Alabama,AL,3.0
1600000US4083125,2666274,5102,657.661891854,4083125,57,Zion,Zion CDP,83125,02409647,40,Oklahoma,OK,3.0
1600000US1248625,97747508,8682796,26344.3685233,1248625,25,New Smyrna Beach,New Smyrna Beach city,48625,02404367,12,Florida,FL,4.0
1600000US0677700,7033550,359834,1829.25044959,0677700,57,Tahoe Vista,Tahoe Vista CDP,77700,02410050,06,California,CA,3.0
1600000US3805740,15048333,522316,3850.30476352,3805740,57,Belcourt,Belcourt CDP,05740,02393335,38,North Dakota,ND,3.0
1600000US4042200,4069205,135645,1038.41024749,4042200,25,Lehigh,Lehigh city,42200,02410817,40,Oklahoma,OK,3.0
1600000US1219825,63725992,1020426,16015.2453851,1219825,25,Edgewater,Edgewater city,19825,02403541,12,Florida,FL,4.0
1600000US4862528,2749964,0,680.650524548,4862528,43,Roaring Springs,Roaring Springs town,62528,02412558,48,Texas,TX,4.0
1600000US4954440,1586435,0,388.65988194,4954440,43,New Harmony,New Harmony town,54440,02413044,49,Utah,UT,4.0
1600000US4006750,1698223,8263,425.098478083,4006750,57,Blanco,Blanco CDP,06750,02629908,40,Oklahoma,OK,3.0
1600000US4078350,2543179,37666,635.351245774,4078350,57,Wardville,Wardville CDP,78350,02629940,40,Oklahoma,OK,3.0
1600000US0165472,8565830,32480,2130.88200199,0165472,43,Rockford,Rockford town,65472,02407230,01,Alabama,AL,3.0
1600000US0853120,1594057,0,390.721581571,0853120,43,Naturita,Naturita town,53120,02413035,08,Colorado,CO,3.0
1600000US1259675,3262998,0,806.017681862,1259675,43,Reddick,Reddick town,59675,02407188,12,Florida,FL,3.0
1600000US1384512,9490814,205262,2385.99712605,1384512,25,Wrightsville,Wrightsville city,84512,02405795,13,Georgia,GA,3.0
1600000US1245225,2684816,118734,688.219909852,1245225,43,Micanopy,Micanopy town,45225,02406153,12,Florida,FL,5.0
1600000US0123176,42597417,0,10521.6793883,0123176,43,Edwardsville,Edwardsville town,23176,02406427,01,Alabama,AL,4.0
1600000US0148424,8570511,0,2117.12972763,0148424,43,Midway,Midway town,48424,02406161,01,Alabama,AL,3.0
1600000US1354124,7300829,37340,1811.84130526,1354124,25,Nahunta,Nahunta city,54124,02404347,13,Georgia,GA,4.0
1600000US1365016,8289159,115273,2066.94208314,1365016,25,Richland,Richland city,65016,02404611,13,Georgia,GA,3.0
1600000US2765344,2585628,0,638.24333307,2765344,25,Trail,Trail city,65344,02397047,27,Minnesota,MN,4.0
1600000US3883580,1683510,914523,641.553594524,3883580,25,Warwick,Warwick city,83580,01036315,38,North Dakota,ND,3.0
1600000US1622330,1848209,8784,460.689493081,1622330,25,Donnelly,Donnelly city,22330,02410346,16,Idaho,ID,3.0
1600000US1364680,2719209,18472,653.592150459,1364680,25,Rentz,Rentz city,64680,02404607,13,Georgia,GA,4.0
1600000US1378380,5108538,76510,1269.77681769,1378380,25,Union Point,Union Point city,78380,02405628,13,Georgia,GA,3.0
1600000US1384260,12853894,41562,3153.69821451,1384260,25,Woodville,Woodville city,84260,02405789,13,Georgia,GA,3.0
1600000US3737680,51645514,900928,13001.0340719,3737680,43,Leland,Leland town,37680,02406002,37,North Carolina,NC,4.0
1600000US3748345,49908894,3519239,12894.4662411,3748345,43,Oak Island,Oak Island town,48345,02407020,37,North Carolina,NC,3.0
1600000US3654848,1290136,0,318.945223281,3654848,47,Oneida Castle,Oneida Castle village,54848,02391037,36,New York,NY,3.0
1600000US0168160,83269748,573104,20744.9449836,0168160,25,Saraland,Saraland city,68160,02405422,01,Alabama,AL,4.0
1600000US1374852,2001892,4230,475.340724926,1374852,43,Surrency,Surrency town,74852,02406698,13,Georgia,GA,4.0
1600000US0181720,28371129,1136032,7304.17468116,0181720,25,Wetumpka,Wetumpka city,81720,02405723,01,Alabama,AL,3.0
1600000US2236150,6898378,245286,1764.26817302,2236150,47,Hosston,Hosston village,36150,02407478,22,Louisiana,LA,3.0
1600000US3757039,1709653,54193,422.417078606,3757039,57,Roberdel,Roberdel CDP,57039,02805283,37,North Carolina,NC,4.0
1600000US0132848,98580691,37327,24377.7199943,0132848,25,Hamilton,Hamilton city,32848,02403785,01,Alabama,AL,3.0
1600000US1327008,2048725,10350,500.545368144,1327008,43,Ellenton,Ellenton town,27008,02406440,13,Georgia,GA,4.0
1600000US3103355,1265027,0,313.414695022,3103355,47,Bazile Mills,Bazile Mills village,03355,02398054,31,Nebraska,NE,3.0
1600000US4512520,1322494,32157,332.521422145,4512520,57,Cateechee,Cateechee CDP,12520,02812986,45,South Carolina,SC,3.0
1600000US0653140,7803833,12670,1927.53089945,0653140,57,Oak Run,Oak Run CDP,53140,02813353,06,California,CA,4.0
1600000US1370428,5670201,69930,1415.85045863,1370428,25,Shiloh,Shiloh city,70428,02405461,13,Georgia,GA,3.0
1600000US4876576,4527195,4784,1118.33364881,4876576,25,Warren City,Warren City city,76576,02412183,48,Texas,TX,4.0
1600000US4850724,4522288,0,1111.55918697,4850724,43,Nesbitt,Nesbitt town,50724,02413039,48,Texas,TX,4.0
1600000US4042050,1165575,0,292.161563524,4042050,43,Leedey,Leedey town,42050,02412886,40,Oklahoma,OK,3.0
1600000US0683730,5973832,0,1467.97657973,0683730,57,Wautec,Wautec CDP,83730,02805900,06,California,CA,4.0
1600000US4829732,3324828,0,821.767043511,4829732,57,Glazier,Glazier CDP,29732,02805788,48,Texas,TX,3.0
1600000US1275625,2607499,128656,677.123103186,1275625,25,Weeki Wachee,Weeki Wachee city,75625,02405701,12,Florida,FL,3.0
1600000US1208700,11086665,230946,2791.28365126,1208700,43,Bronson,Bronson town,08700,02405325,12,Florida,FL,4.0
1600000US4058300,1400518,0,341.918251998,4058300,57,Pershing,Pershing CDP,58300,02812865,40,Oklahoma,OK,3.0
1600000US1323060,3892770,35422,970.490420023,1323060,57,Dixie,Dixie CDP,23060,02812669,13,Georgia,GA,3.0
1600000US4606440,7921713,0,1958.4432961,4606440,57,Boulder Canyon,Boulder Canyon CDP,06440,02807111,46,South Dakota,SD,3.0
1600000US4661580,715178,89022,205.271449234,4661580,57,Stephan,Stephan CDP,61580,02813038,46,South Dakota,SD,4.0
1600000US1343360,2729189,57978,681.43679005,1343360,25,Keysville,Keysville city,43360,02404828,13,Georgia,GA,4.0
1600000US2729870,2594919,0,641.150924354,2729870,25,Holt,Holt city,29870,02394407,27,Minnesota,MN,4.0
1600000US3069345,2038335,0,509.173068243,3069345,57,Snowslip,Snowslip CDP,69345,02806618,30,Montana,MT,3.0
1600000US0157048,152982731,2614414,38471.2299015,0157048,25,Opelika,Opelika city,57048,02404435,01,Alabama,AL,3.0
1600000US4810960,3407572,281875,903.528666771,4810960,25,Bryson,Bryson city,10960,02409928,48,Texas,TX,3.0
1600000US1354012,3321460,23327,824.421282623,1354012,57,Musella,Musella CDP,54012,02812674,13,Georgia,GA,4.0
1600000US2803940,8179737,16443,2019.45809986,2803940,57,Baxterville,Baxterville CDP,03940,02812731,28,Mississippi,MS,4.0
1600000US3464170,2597197,18097,640.175447075,3464170,21,Rockleigh,Rockleigh borough,64170,00885375,34,New Jersey,NJ,3.0
1600000US1341708,2814945,75684,693.448084078,1341708,25,Jacksonville,Jacksonville city,41708,02404782,13,Georgia,GA,4.0
1600000US1332412,2037867,197,496.461693838,1332412,43,Geneva,Geneva town,32412,02406557,13,Georgia,GA,3.0
1600000US1342268,42852896,557648,10717.6451717,1342268,25,Jesup,Jesup city,42268,02404805,13,Georgia,GA,4.0
1600000US1350596,1298519,57225,332.329559926,1350596,25,Meansville,Meansville city,50596,02405060,13,Georgia,GA,3.0
1600000US4577785,2194191,0,526.892751873,4577785,43,Williams,Williams town,77785,02406887,45,South Carolina,SC,4.0
1600000US1342800,6088311,326903,1574.66323477,1342800,43,Junction City,Junction City town,42800,02405925,13,Georgia,GA,3.0
1600000US2878680,1443925,0,357.570113911,2878680,43,West,West town,78680,02406860,28,Mississippi,MS,3.0
1600000US4038201,12672234,0,3123.01453613,4038201,57,Johnson Prairie,Johnson Prairie CDP,38201,02807003,40,Oklahoma,OK,3.0
1600000US4130500,964696,11282,240.925074338,4130500,25,Granite,Granite city,30500,02410642,41,Oregon,OR,4.0
1600000US4143550,2648395,0,654.199949184,4143550,25,Long Creek,Long Creek city,43550,02410868,41,Oregon,OR,3.0
1600000US4159650,2568308,0,634.4259767,4159650,25,Prairie City,Prairie City city,59650,02411484,41,Oregon,OR,3.0
1600000US4965240,46834607,0,11576.7751875,4965240,43,Rush Valley,Rush Valley town,65240,02412585,49,Utah,UT,5.0
1600000US4980200,20879296,0,5156.8177458,4980200,43,Vernon,Vernon town,80200,02413430,49,Utah,UT,5.0
1600000US4924410,67560020,70178,16715.1552919,4924410,43,Fairfield,Fairfield town,24410,02412611,49,Utah,UT,4.0
1600000US4980970,1629277,0,399.332201901,4980970,43,Wallsburg,Wallsburg town,80970,02413443,49,Utah,UT,3.0
1600000US4137850,5387725,0,1331.65002891,4137850,25,Jordan Valley,Jordan Valley city,37850,02410149,41,Oregon,OR,3.0
1600000US1663550,2588994,0,639.749679742,1663550,25,Placerville,Placerville city,63550,02411434,16,Idaho,ID,3.0
1600000US3707220,2415477,0,597.131281242,3707220,43,Bostic,Bostic town,07220,02405305,37,North Carolina,NC,3.0
1600000US4043442,18158131,48206,4498.42794275,4043442,57,Little Rock,Little Rock CDP,43442,02805332,40,Oklahoma,OK,3.0
1600000US1332132,2486418,34965,619.702005928,1332132,57,Gardi,Gardi CDP,32132,02812708,13,Georgia,GA,4.0
1600000US1308536,45457428,290483,11302.6466452,1308536,25,Blakely,Blakely city,08536,02403876,13,Georgia,GA,3.0
1600000US4937924,578645,0,134.598796282,4937924,43,Interlaken,Interlaken town,37924,02783907,49,Utah,UT,5.0
1600000US1326224,478480,0,107.020388897,1326224,25,Edge Hill,Edge Hill city,26224,02403540,13,Georgia,GA,3.0
1600000US4063100,1278062,0,314.43324643,4063100,43,Reydon,Reydon town,63100,02412546,40,Oklahoma,OK,3.0
1600000US3702460,2563613,0,632.23375308,3702460,43,Atkinson,Atkinson town,02460,02405178,37,North Carolina,NC,3.0
1600000US4558795,3384708,0,834.921800592,4558795,43,Quinby,Quinby town,58795,02407168,45,South Carolina,SC,4.0
1600000US1209725,24401140,313182,6108.71195967,1209725,25,Callaway,Callaway city,09725,02403971,12,Florida,FL,3.0
1600000US2866400,3914181,17376,972.564672988,2866400,43,Seminary,Seminary town,66400,02407312,28,Mississippi,MS,4.0
1600000US1300828,5591404,51482,1386.54971451,1300828,25,Ailey,Ailey city,00828,02403068,13,Georgia,GA,4.0
1600000US2843400,2431409,6325,602.250278085,2843400,43,McCool,McCool town,43400,02406126,28,Mississippi,MS,3.0
1600000US5367210,2928808,0,722.687102222,5367210,43,Springdale,Springdale town,67210,02413320,53,Washington,WA,4.0
1600000US0116768,44811634,261034,11104.5110592,0116768,25,Columbiana,Columbiana city,16768,02404109,01,Alabama,AL,3.0
1600000US1330956,35997124,0,8892.31732639,1330956,25,Fort Oglethorpe,Fort Oglethorpe city,30956,02403644,13,Georgia,GA,4.0
1600000US1324796,2027275,0,489.336727934,1324796,43,Du Pont,Du Pont town,24796,02406397,13,Georgia,GA,3.0
1600000US4016100,6351339,0,1571.05455522,4016100,43,Colcord,Colcord town,16100,02413224,40,Oklahoma,OK,3.0
1600000US3703665,5896039,0,1458.63923782,3703665,57,Barker Ten Mile,Barker Ten Mile CDP,03665,02402664,37,North Carolina,NC,4.0
1600000US1625030,6491360,9577,1606.26996032,1625030,57,Elk City,Elk City CDP,25030,02585570,16,Idaho,ID,5.0
1600000US3062230,1732494,1995,428.525498485,3062230,57,Rhodes,Rhodes CDP,62230,02806617,30,Montana,MT,3.0
1600000US2838160,4340106,14540,1070.55805527,2838160,57,Kokomo,Kokomo CDP,38160,02812733,28,Mississippi,MS,4.0
1600000US4044275,40938327,100740,10141.0235111,4044275,57,Lowrey,Lowrey CDP,44275,02805338,40,Oklahoma,OK,3.0
1600000US4149150,3309008,318,816.769587368,4149150,25,Mitchell,Mitchell city,49150,02411126,41,Oregon,OR,3.0
1600000US4030500,9145045,23225,2270.00899709,4030500,57,Gowen,Gowen CDP,30500,02629919,40,Oklahoma,OK,3.0
1600000US0651028,1637550,0,403.886841756,0651028,57,New Cuyama,New Cuyama CDP,51028,02583090,06,California,CA,3.0
1600000US0438600,3034369,0,750.831697252,0438600,57,Kohls Ranch,Kohls Ranch CDP,38600,02582809,04,Arizona,AZ,5.0
1600000US0471642,2071426,0,511.232042645,0471642,57,Sweet Water Village,Sweet Water Village CDP,71642,02612147,04,Arizona,AZ,3.0
1600000US0614450,2526035,0,626.346349023,0614450,57,Cold Springs,Cold Springs CDP,14450,02628720,06,California,CA,4.0
1600000US0675322,1350627,21432,326.372751407,0675322,57,Strawberry,Strawberry CDP,75322,02628792,06,California,CA,5.0
1600000US0873943,14319947,0,3541.13162702,0873943,57,Sterling Ranch,Sterling Ranch CDP,73943,02805917,08,Colorado,CO,3.0
1600000US0952770,18956399,1311316,5006.21232475,0952770,57,New Preston,New Preston CDP,52770,02377838,09,Connecticut,CT,3.0
1600000US0675592,252263,0,59.8711794399,0675592,57,Sugarloaf Saw Mill,Sugarloaf Saw Mill CDP,75592,02585451,06,California,CA,5.0
1600000US0911500,798194,240222,258.641619445,0911500,57,Candlewood Lake Club,Candlewood Lake Club CDP,11500,02805937,09,Connecticut,CT,3.0
1600000US2218125,20771074,345443,5249.01945392,2218125,25,Covington,Covington city,18125,02404141,22,Louisiana,LA,3.0
1600000US0134024,57135940,824956,14355.1866103,0134024,25,Helena,Helena city,34024,02404677,01,Alabama,AL,3.0
1600000US0155152,427122,0,104.81849128,0155152,43,North Johns,North Johns town,55152,02407006,01,Alabama,AL,3.0
1600000US3460840,2892518,75679,731.579341268,3460840,57,Presidential Lakes Estates,Presidential Lakes Estates CDP,60840,02389705,34,New Jersey,NJ,3.0
1600000US1268435,8319633,0,2060.76451975,1268435,57,Spring Ridge,Spring Ridge CDP,68435,02628533,12,Florida,FL,4.0
1600000US3461632,1241280,9635,304.440289016,3461632,57,Ramapo College of New Jersey,Ramapo College of New Jersey CDP,61632,02806174,34,New Jersey,NJ,3.0
1600000US4533100,3673742,0,916.229228126,4533100,57,Helena,Helena CDP,33100,02812979,45,South Carolina,SC,3.0
1600000US3623811,3362926,0,834.729293214,3623811,57,Eldred,Eldred CDP,23811,02806963,36,New York,NY,3.0
1600000US3667730,6222629,323847,1615.44263577,3667730,57,Smallwood,Smallwood CDP,67730,02390307,36,New York,NY,3.0
1600000US3644677,1297661,0,312.541098974,3644677,57,Malden-on-Hudson,Malden-on-Hudson CDP,44677,02390111,36,New York,NY,3.0
1600000US3604286,5484180,11356,1360.59690491,3604286,57,Balmville,Balmville CDP,04286,02389171,36,New York,NY,4.0
1600000US4867424,15788028,59270,3909.47036991,4867424,25,Shepherd,Shepherd city,67424,02411884,48,Texas,TX,3.0
1600000US1374348,2036969,10987,498.553625964,1374348,25,Summertown,Summertown city,74348,02405543,13,Georgia,GA,4.0
1600000US4112750,669244,0,157.430422256,4112750,57,Chemult,Chemult CDP,12750,02805448,41,Oregon,OR,3.0
1600000US3606574,8179508,17619,2020.70359437,3606574,57,Billington Heights,Billington Heights CDP,06574,02389211,36,New York,NY,3.0
1600000US0649726,1580000,1730,383.501165251,0649726,57,Mt. Bullion,Mt. Bullion CDP,49726,02812657,06,California,CA,5.0
1600000US4672590,613205,3748,138.393183794,4672590,57,Wonderland Homes,Wonderland Homes CDP,72590,02807116,46,South Dakota,SD,3.0
1600000US4042600,8145394,20479,2010.63684761,4042600,57,Lequire,Lequire CDP,42600,02629928,40,Oklahoma,OK,3.0
1600000US2800460,3874857,10259,957.236319494,2800460,57,Agricola,Agricola CDP,00460,02812721,28,Mississippi,MS,3.0
1600000US1351492,52634218,417445,13165.3032047,1351492,25,Milledgeville,Milledgeville city,51492,02404262,13,Georgia,GA,4.0
1600000US3414350,4749734,5484,1168.12401419,3414350,57,Cologne,Cologne CDP,14350,02804148,34,New Jersey,NJ,3.0
1600000US3519500,2448861,0,598.442214222,3519500,57,Cundiyo,Cundiyo CDP,19500,02408633,35,New Mexico,NM,3.0
1600000US3510470,9529177,0,2353.31514075,3510470,57,Cañada de los Alamos,Cañada de los Alamos CDP,10470,02407951,35,New Mexico,NM,3.0
1600000US4563115,1982919,27811,484.782381677,4563115,43,Salley,Salley town,63115,02407277,45,South Carolina,SC,4.0
1600000US2076550,3616533,0,892.068023365,2076550,57,Wells,Wells CDP,76550,02804518,20,Kansas,KS,4.0
1600000US0639690,6544587,908432,1834.32998588,0639690,57,Lake of the Pines,Lake of the Pines CDP,39690,02408547,06,California,CA,4.0
1600000US0646520,17396243,60335,4307.61122987,0646520,57,Meadowbrook,Meadowbrook CDP,46520,02583076,06,California,CA,4.0
1600000US0467920,2268157,0,572.048647148,0467920,57,So-Hi,So-Hi CDP,67920,02582867,04,Arizona,AZ,3.0
1600000US2717882,2265583,0,557.538845921,2717882,57,Ebro,Ebro CDP,17882,02583775,27,Minnesota,MN,3.0
